dep_iata,airline_iata,flight_iata,dep_time,dep_estimated,dep_actual,arr_iata,arr_time,arr_estimated,arr_actual,status,dep_delayed,arr_delayed
MIA,IB,IB4210,2023-10-24 16:17,N/A,N/A,RDU,2023-10-24 18:26,N/A,N/A,scheduled,,
MIA,AA,AA1593,2023-10-24 16:19,N/A,N/A,DCA,2023-10-24 18:56,N/A,N/A,scheduled,,
MIA,AY,AY4044,2023-10-24 16:20,N/A,N/A,ORD,2023-10-24 18:42,N/A,N/A,scheduled,,
MIA,BA,BA4998,2023-10-24 16:20,N/A,N/A,ORD,2023-10-24 18:42,N/A,N/A,scheduled,,
MIA,AA,AA1159,2023-10-24 16:20,N/A,N/A,ORD,2023-10-24 18:42,N/A,N/A,scheduled,,
MIA,UA,UA6654,2023-10-24 16:10,2023-10-24 16:21,N/A,BAQ,2023-10-24 18:00,N/A,N/A,scheduled,,
MIA,AV,AV3,2023-10-24 16:10,2023-10-24 16:21,N/A,BAQ,2023-10-24 18:00,N/A,N/A,scheduled,,
MIA,EK,EK6199,2023-10-24 16:22,N/A,N/A,ORD,2023-10-24 18:41,2023-10-24 18:31,N/A,scheduled,,
MIA,EI,EI6124,2023-10-24 16:22,N/A,N/A,ORD,2023-10-24 18:41,2023-10-24 18:31,N/A,scheduled,,
MIA,UA,UA2362,2023-10-24 16:22,N/A,N/A,ORD,2023-10-24 18:41,2023-10-24 18:31,N/A,scheduled,,
MIA,CM,CM2256,2023-10-24 16:22,N/A,N/A,ORD,2023-10-24 18:41,2023-10-24 18:31,N/A,scheduled,,
MIA,AV,AV2293,2023-10-24 16:22,N/A,N/A,ORD,2023-10-24 18:41,2023-10-24 18:31,N/A,scheduled,,
MIA,SK,SK3990,2023-10-24 16:22,N/A,N/A,ORD,2023-10-24 18:41,2023-10-24 18:31,N/A,scheduled,,
MIA,AC,AC3384,2023-10-24 16:22,N/A,N/A,ORD,2023-10-24 18:41,2023-10-24 18:31,N/A,scheduled,,
MIA,NZ,NZ2616,2023-10-24 16:22,N/A,N/A,ORD,2023-10-24 18:41,2023-10-24 18:31,N/A,scheduled,,
MIA,LY,LY8161,2023-10-24 16:29,N/A,N/A,BCN,2023-10-25 07:25,2023-10-25 06:55,N/A,scheduled,,
MIA,BA,BA1514,2023-10-24 16:29,N/A,N/A,BCN,2023-10-25 07:25,2023-10-25 06:55,N/A,scheduled,,
MIA,AA,AA112,2023-10-24 16:29,N/A,N/A,BCN,2023-10-25 07:25,2023-10-25 06:55,N/A,scheduled,,
MIA,IB,IB4460,2023-10-24 16:29,N/A,N/A,BCN,2023-10-25 07:25,2023-10-25 06:55,N/A,scheduled,,
MIA,AY,AY4010,2023-10-24 16:29,N/A,N/A,BCN,2023-10-25 07:25,2023-10-25 06:55,N/A,scheduled,,
MIA,BA,BA5035,2023-10-24 16:31,N/A,N/A,TPA,2023-10-24 17:34,N/A,N/A,scheduled,,
MIA,IB,IB4857,2023-10-24 16:31,N/A,N/A,TPA,2023-10-24 17:34,N/A,N/A,scheduled,,
MIA,AA,AA2842,2023-10-24 16:31,N/A,N/A,TPA,2023-10-24 17:34,N/A,N/A,scheduled,,
MIA,AA,AA2580,2023-10-24 16:34,N/A,N/A,MCO,2023-10-24 17:44,N/A,N/A,scheduled,,
MIA,BA,BA4987,2023-10-24 16:34,N/A,N/A,MCO,2023-10-24 17:44,N/A,N/A,scheduled,,
MIA,IB,IB4133,2023-10-24 16:34,N/A,N/A,MCO,2023-10-24 17:44,N/A,N/A,scheduled,,
MIA,TA,TA451,2023-10-24 16:25,2023-10-24 16:34,N/A,MGA,2023-10-24 17:05,N/A,N/A,scheduled,,
MIA,N3,N34325,2023-10-24 16:40,N/A,N/A,SAP,2023-10-24 17:07,N/A,N/A,scheduled,,
MIA,LH,LH8568,2023-10-24 16:45,N/A,N/A,EWR,2023-10-24 19:50,N/A,N/A,scheduled,,
MIA,SK,SK9719,2023-10-24 16:45,N/A,N/A,EWR,2023-10-24 19:50,N/A,N/A,scheduled,,
MIA,UA,UA1321,2023-10-24 16:45,N/A,N/A,EWR,2023-10-24 19:50,N/A,N/A,scheduled,,
MIA,AC,AC3189,2023-10-24 16:45,N/A,N/A,EWR,2023-10-24 19:50,N/A,N/A,scheduled,,
MIA,AV,AV2001,2023-10-24 16:45,N/A,N/A,EWR,2023-10-24 19:50,N/A,N/A,scheduled,,
MIA,NK,NK3148,2023-10-24 16:26,2023-10-24 16:46,N/A,SJU,2023-10-24 19:08,N/A,N/A,scheduled,,
MIA,1I,1I408,2023-10-24 16:42,2023-10-24 16:48,N/A,PBI,N/A,N/A,N/A,scheduled,,
MIA,TP,TP224,2023-10-24 16:40,2023-10-24 16:55,N/A,LIS,2023-10-25 06:00,2023-10-25 06:15,N/A,scheduled,15,15
MIA,AV,AV107,2023-10-24 16:55,N/A,N/A,CTG,2023-10-24 18:45,N/A,N/A,scheduled,,
MIA,UA,UA6662,2023-10-24 16:55,N/A,N/A,CTG,2023-10-24 18:45,N/A,N/A,scheduled,,
MIA,VS,VS6,2023-10-24 16:25,2023-10-24 16:56,N/A,LHR,2023-10-25 06:25,N/A,N/A,scheduled,,
MIA,AF,AF6755,2023-10-24 16:25,2023-10-24 16:56,N/A,LHR,2023-10-25 06:25,N/A,N/A,scheduled,,
MIA,AM,AM7656,2023-10-24 16:25,2023-10-24 16:56,N/A,LHR,2023-10-25 06:25,N/A,N/A,scheduled,,
MIA,DL,DL5966,2023-10-24 16:25,2023-10-24 16:56,N/A,LHR,2023-10-25 06:25,N/A,N/A,scheduled,,
MIA,KL,KL4817,2023-10-24 16:25,2023-10-24 16:56,N/A,LHR,2023-10-25 06:25,N/A,N/A,scheduled,,
MIA,SQ,SQ2506,2023-10-24 16:25,2023-10-24 16:56,N/A,LHR,2023-10-25 06:25,N/A,N/A,scheduled,,
MIA,TN,TN1359,2023-10-24 16:57,N/A,N/A,LAX,2023-10-24 19:42,N/A,N/A,scheduled,,
MIA,IB,IB4413,2023-10-24 16:57,N/A,N/A,LAX,2023-10-24 19:42,N/A,N/A,scheduled,,
MIA,QF,QF3020,2023-10-24 16:57,N/A,N/A,LAX,2023-10-24 19:42,N/A,N/A,scheduled,,
MIA,AA,AA336,2023-10-24 16:57,N/A,N/A,LAX,2023-10-24 19:42,N/A,N/A,scheduled,,
MIA,BA,BA4975,2023-10-24 16:57,N/A,N/A,LAX,2023-10-24 19:42,N/A,N/A,scheduled,,
MIA,MH,MH9382,2023-10-24 16:57,N/A,N/A,LAX,2023-10-24 19:42,N/A,N/A,scheduled,,
MIA,AA,AA1680,2023-10-24 16:59,N/A,N/A,LGA,2023-10-24 20:00,N/A,N/A,scheduled,,
MIA,B6,B64200,2023-10-24 16:59,N/A,N/A,LGA,2023-10-24 20:00,N/A,N/A,scheduled,,
MIA,BA,BA4981,2023-10-24 16:59,N/A,N/A,LGA,2023-10-24 20:00,N/A,N/A,scheduled,,
MIA,LA,LA6557,2023-10-24 17:00,N/A,N/A,ATL,2023-10-24 18:58,2023-10-24 19:03,N/A,scheduled,,5
MIA,KE,KE7080,2023-10-24 17:00,N/A,N/A,ATL,2023-10-24 18:58,2023-10-24 19:03,N/A,scheduled,,5
MIA,LA,LA2481,2023-10-24 17:00,N/A,N/A,LIM,2023-10-24 21:40,N/A,N/A,scheduled,,
MIA,DL,DL7382,2023-10-24 17:00,N/A,N/A,LIM,2023-10-24 21:40,N/A,N/A,scheduled,,
MIA,AF,AF2465,2023-10-24 17:00,N/A,N/A,ATL,2023-10-24 18:58,2023-10-24 19:03,N/A,scheduled,,5
MIA,AZ,AZ5869,2023-10-24 17:00,N/A,N/A,ATL,2023-10-24 18:58,2023-10-24 19:03,N/A,scheduled,,5
MIA,1I,1I525,2023-10-24 17:00,N/A,N/A,TEB,N/A,N/A,N/A,scheduled,,
MIA,BA,BA4943,2023-10-24 17:00,N/A,N/A,DFW,2023-10-24 19:20,N/A,N/A,scheduled,,
MIA,LP,LP2481,2023-10-24 17:00,N/A,N/A,LIM,2023-10-24 21:40,N/A,N/A,scheduled,,
MIA,VS,VS7744,2023-10-24 17:00,N/A,N/A,LIM,2023-10-24 21:40,N/A,N/A,scheduled,,
MIA,IB,IB4472,2023-10-24 17:00,N/A,N/A,DFW,2023-10-24 19:20,N/A,N/A,scheduled,,
MIA,DL,DL1323,2023-10-24 17:00,N/A,N/A,ATL,2023-10-24 18:58,2023-10-24 19:03,N/A,scheduled,,5
MIA,VS,VS5226,2023-10-24 17:00,N/A,N/A,ATL,2023-10-24 18:58,2023-10-24 19:03,N/A,scheduled,,5
MIA,AM,AM3517,2023-10-24 17:00,N/A,N/A,ATL,2023-10-24 18:58,2023-10-24 19:03,N/A,scheduled,,5
MIA,QF,QF4124,2023-10-24 17:00,N/A,N/A,DFW,2023-10-24 19:20,N/A,N/A,scheduled,,
MIA,WN,WN2870,2023-10-24 17:00,N/A,N/A,BWI,2023-10-24 19:35,N/A,N/A,scheduled,,
MIA,AA,AA695,2023-10-24 17:00,N/A,N/A,DFW,2023-10-24 19:20,N/A,N/A,scheduled,,
MIA,AS,AS6409,2023-10-24 17:00,N/A,N/A,DFW,2023-10-24 19:20,N/A,N/A,scheduled,,
MIA,KL,KL5707,2023-10-24 17:00,N/A,N/A,ATL,2023-10-24 18:58,2023-10-24 19:03,N/A,scheduled,,5
MIA,WN,WN2236,2023-10-24 16:45,2023-10-24 17:01,N/A,ATL,2023-10-24 18:40,2023-10-24 18:45,N/A,scheduled,,5
MIA,AA,AA8741,2023-10-24 16:45,2023-10-24 17:02,N/A,MAD,2023-10-25 07:45,N/A,N/A,scheduled,,
MIA,AY,AY5646,2023-10-24 16:45,2023-10-24 17:02,N/A,MAD,2023-10-25 07:45,N/A,N/A,scheduled,,
MIA,BA,BA4262,2023-10-24 16:45,2023-10-24 17:02,N/A,MAD,2023-10-25 07:45,N/A,N/A,scheduled,,
MIA,QR,QR6866,2023-10-24 16:45,2023-10-24 17:02,N/A,MAD,2023-10-25 07:45,N/A,N/A,scheduled,,
MIA,IB,IB6124,2023-10-24 16:45,2023-10-24 17:02,N/A,MAD,2023-10-25 07:45,N/A,N/A,scheduled,,
MIA,NK,NK868,2023-10-24 16:59,2023-10-24 17:03,N/A,MSY,2023-10-24 17:59,N/A,N/A,scheduled,,
MIA,IB,IB7396,2023-10-24 17:00,2023-10-24 17:06,N/A,LHR,2023-10-25 06:50,2023-10-25 06:55,N/A,scheduled,6,5
MIA,EI,EI8906,2023-10-24 17:00,2023-10-24 17:06,N/A,LHR,2023-10-25 06:50,2023-10-25 06:55,N/A,scheduled,6,5
MIA,AY,AY5506,2023-10-24 17:00,2023-10-24 17:06,N/A,LHR,2023-10-25 06:50,2023-10-25 06:55,N/A,scheduled,6,5
MIA,BA,BA206,2023-10-24 17:00,2023-10-24 17:06,N/A,LHR,2023-10-25 06:50,2023-10-25 06:55,N/A,scheduled,6,5
MIA,AA,AA6957,2023-10-24 17:00,2023-10-24 17:06,N/A,LHR,2023-10-25 06:50,2023-10-25 06:55,N/A,scheduled,6,5
MIA,MQ,MQ3498,2023-10-24 17:10,N/A,N/A,BHM,2023-10-24 18:11,N/A,N/A,scheduled,,
MIA,AA,AA3498,2023-10-24 17:10,N/A,N/A,BHM,2023-10-24 18:11,N/A,N/A,scheduled,,
MIA,TP,TP7307,2023-10-24 17:10,N/A,N/A,BOG,2023-10-24 19:44,N/A,N/A,scheduled,,
MIA,AV,AV7,2023-10-24 17:10,N/A,N/A,BOG,2023-10-24 19:44,N/A,N/A,scheduled,,
MIA,UA,UA6700,2023-10-24 17:10,N/A,N/A,BOG,2023-10-24 19:44,N/A,N/A,scheduled,,
MIA,AA,AA1242,2023-10-24 17:12,N/A,N/A,JAX,2023-10-24 18:31,N/A,N/A,scheduled,,
MIA,IB,IB4448,2023-10-24 17:12,N/A,N/A,JAX,2023-10-24 18:31,N/A,N/A,scheduled,,
MIA,BA,BA5003,2023-10-24 17:12,N/A,N/A,PHL,2023-10-24 20:00,N/A,N/A,scheduled,,
MIA,NZ,NZ6740,2023-10-24 17:12,N/A,N/A,IAH,2023-10-24 19:00,N/A,N/A,scheduled,,
MIA,UA,UA2215,2023-10-24 17:12,N/A,N/A,IAH,2023-10-24 19:00,N/A,N/A,scheduled,,
MIA,QR,QR2432,2023-10-24 17:12,N/A,N/A,PHL,2023-10-24 20:00,N/A,N/A,scheduled,,
MIA,MH,MH9539,2023-10-24 17:12,N/A,N/A,PHL,2023-10-24 20:00,N/A,N/A,scheduled,,
MIA,AA,AA2486,2023-10-24 17:12,N/A,N/A,PHL,2023-10-24 20:00,N/A,N/A,scheduled,,
MIA,TP,TP8595,2023-10-24 17:12,N/A,N/A,IAH,2023-10-24 19:00,N/A,N/A,scheduled,,
MIA,BA,BA4956,2023-10-24 17:12,N/A,N/A,JAX,2023-10-24 18:31,N/A,N/A,scheduled,,
MIA,LH,LH463,2023-10-24 16:45,2023-10-24 17:13,N/A,FRA,2023-10-25 07:50,N/A,N/A,scheduled,,
MIA,UA,UA8848,2023-10-24 16:45,2023-10-24 17:13,N/A,FRA,2023-10-25 07:50,N/A,N/A,scheduled,,
MIA,OS,OS7324,2023-10-24 16:45,2023-10-24 17:13,N/A,FRA,2023-10-25 07:50,N/A,N/A,scheduled,,
MIA,TG,TG7707,2023-10-24 16:45,2023-10-24 17:13,N/A,FRA,2023-10-25 07:50,N/A,N/A,scheduled,,
MIA,F9,F91515,2023-10-24 17:19,N/A,N/A,ATL,2023-10-24 19:28,N/A,N/A,scheduled,,
MIA,CM,CM333,2023-10-24 17:19,N/A,N/A,PTY,2023-10-24 19:28,N/A,N/A,scheduled,,
MIA,UA,UA7094,2023-10-24 17:19,N/A,N/A,PTY,2023-10-24 19:28,N/A,N/A,scheduled,,
MIA,NK,NK3157,2023-10-24 17:10,2023-10-24 17:19,N/A,DFW,2023-10-24 19:27,N/A,N/A,scheduled,,
MIA,NK,NK3119,2023-10-24 17:04,2023-10-24 17:24,N/A,EWR,2023-10-24 20:16,N/A,N/A,scheduled,,
MIA,WN,WN2479,2023-10-24 17:25,2023-10-24 17:26,N/A,BNA,2023-10-24 18:45,2023-10-24 18:46,N/A,scheduled,1,1
MIA,VS,VS7752,2023-10-24 17:28,N/A,N/A,BOG,2023-10-24 20:10,N/A,N/A,scheduled,,
MIA,LA,LA4403,2023-10-24 17:28,N/A,N/A,BOG,2023-10-24 20:10,N/A,N/A,scheduled,,
MIA,4C,4C4403,2023-10-24 17:28,N/A,N/A,BOG,2023-10-24 20:10,N/A,N/A,scheduled,,
MIA,AA,AA1698,2023-10-24 17:30,N/A,N/A,CLT,2023-10-24 19:37,N/A,N/A,scheduled,,
MIA,BA,BA4930,2023-10-24 17:30,N/A,N/A,CLT,2023-10-24 19:37,N/A,N/A,scheduled,,
MIA,UA,UA7155,2023-10-24 17:33,N/A,N/A,PTY,2023-10-24 19:42,N/A,N/A,scheduled,,
MIA,CM,CM227,2023-10-24 17:33,N/A,N/A,PTY,2023-10-24 19:42,N/A,N/A,scheduled,,
MIA,NK,NK3121,2023-10-24 17:34,N/A,N/A,BNA,2023-10-24 18:59,N/A,N/A,scheduled,,
MIA,AA,AA1789,2023-10-24 17:35,N/A,N/A,LAS,2023-10-24 19:55,N/A,N/A,scheduled,,
MIA,AA,AA2179,2023-10-24 17:35,N/A,N/A,SNU,2023-10-24 18:45,N/A,N/A,scheduled,,
MIA,AA,AA2063,2023-10-24 17:35,N/A,N/A,BGI,2023-10-24 21:18,N/A,N/A,scheduled,,
MIA,BA,BA5775,2023-10-24 17:35,N/A,N/A,LAS,2023-10-24 19:55,N/A,N/A,scheduled,,
MIA,AA,AA2481,2023-10-24 17:40,N/A,N/A,HAV,2023-10-24 19:00,N/A,N/A,scheduled,,
MIA,NK,NK3354,2023-10-24 17:40,N/A,N/A,CLE,2023-10-24 20:36,N/A,N/A,scheduled,,
MIA,AS,AS305,2023-10-24 17:40,N/A,N/A,SEA,2023-10-24 21:20,N/A,N/A,scheduled,,
MIA,QR,QR2874,2023-10-24 17:41,N/A,N/A,JFK,2023-10-24 20:40,N/A,N/A,scheduled,,
MIA,MH,MH9520,2023-10-24 17:41,N/A,N/A,JFK,2023-10-24 20:40,N/A,N/A,scheduled,,
MIA,AA,AA2225,2023-10-24 17:41,N/A,N/A,JFK,2023-10-24 20:40,N/A,N/A,scheduled,,
MIA,BA,BA1845,2023-10-24 17:41,N/A,N/A,JFK,2023-10-24 20:40,N/A,N/A,scheduled,,
MIA,RJ,RJ7907,2023-10-24 17:41,N/A,N/A,JFK,2023-10-24 20:40,N/A,N/A,scheduled,,
MIA,AY,AY5714,2023-10-24 17:41,N/A,N/A,JFK,2023-10-24 20:40,N/A,N/A,scheduled,,
MIA,B6,B64021,2023-10-24 17:41,N/A,N/A,JFK,2023-10-24 20:40,N/A,N/A,scheduled,,
MIA,FJ,FJ5018,2023-10-24 17:44,N/A,N/A,SFO,2023-10-24 20:59,N/A,N/A,scheduled,,
MIA,BA,BA4896,2023-10-24 17:44,N/A,N/A,SFO,2023-10-24 20:59,N/A,N/A,scheduled,,
MIA,QF,QF3341,2023-10-24 17:44,N/A,N/A,SFO,2023-10-24 20:59,N/A,N/A,scheduled,,
MIA,CX,CX7505,2023-10-24 17:44,N/A,N/A,SFO,2023-10-24 20:59,N/A,N/A,scheduled,,
MIA,AA,AA2933,2023-10-24 17:44,N/A,N/A,SFO,2023-10-24 20:59,N/A,N/A,scheduled,,
MIA,IB,IB4477,2023-10-24 17:44,N/A,N/A,SFO,2023-10-24 20:59,N/A,N/A,scheduled,,
MIA,AA,AA1566,2023-10-24 17:50,N/A,N/A,RDU,2023-10-24 20:01,N/A,N/A,scheduled,,
MIA,AA,AA2123,2023-10-24 17:50,N/A,N/A,MCO,2023-10-24 18:58,N/A,N/A,scheduled,,
MIA,IB,IB4053,2023-10-24 17:50,N/A,N/A,RDU,2023-10-24 20:01,N/A,N/A,scheduled,,
MIA,QF,QF4424,2023-10-24 17:50,N/A,N/A,MCO,2023-10-24 18:58,N/A,N/A,scheduled,,
MIA,IB,IB4334,2023-10-24 17:50,N/A,N/A,MCO,2023-10-24 18:58,N/A,N/A,scheduled,,
MIA,BA,BA4984,2023-10-24 17:39,2023-10-24 17:55,N/A,LIM,2023-10-24 22:25,2023-10-24 22:41,N/A,scheduled,16,16
MIA,AA,AA917,2023-10-24 17:39,2023-10-24 17:55,N/A,LIM,2023-10-24 22:25,2023-10-24 22:41,N/A,scheduled,16,16
MIA,MQ,MQ3576,2023-10-24 17:57,N/A,N/A,EYW,2023-10-24 18:52,N/A,N/A,scheduled,,
MIA,AA,AA3576,2023-10-24 17:57,N/A,N/A,EYW,2023-10-24 18:52,N/A,N/A,scheduled,,
MIA,BA,BA4951,2023-10-24 17:57,N/A,N/A,EYW,2023-10-24 18:52,N/A,N/A,scheduled,,
MIA,IB,IB4567,2023-10-24 17:58,N/A,N/A,SDQ,2023-10-24 20:17,N/A,N/A,scheduled,,
MIA,AA,AA1337,2023-10-24 17:58,N/A,N/A,SDQ,2023-10-24 20:17,N/A,N/A,scheduled,,
MIA,BA,BA5016,2023-10-24 17:58,N/A,N/A,SDQ,2023-10-24 20:17,N/A,N/A,scheduled,,
MIA,B6,B64132,2023-10-24 18:00,N/A,N/A,LGA,2023-10-24 21:00,N/A,N/A,scheduled,,
MIA,TS,TS121,2023-10-24 18:00,N/A,N/A,YUL,2023-10-24 21:30,N/A,N/A,scheduled,,
MIA,AA,AA1530,2023-10-24 18:00,N/A,N/A,LGA,2023-10-24 21:00,N/A,N/A,scheduled,,
MIA,AA,AA1985,2023-10-24 18:05,N/A,N/A,DCA,2023-10-24 20:40,N/A,N/A,scheduled,,
MIA,IB,IB4050,2023-10-24 18:10,N/A,N/A,KIN,2023-10-24 18:55,N/A,N/A,scheduled,,
MIA,AA,AA850,2023-10-24 18:10,N/A,N/A,KIN,2023-10-24 18:55,N/A,N/A,scheduled,,
MIA,BA,BA4969,2023-10-24 18:10,N/A,N/A,KIN,2023-10-24 18:55,N/A,N/A,scheduled,,
MIA,AA,AA1513,2023-10-24 18:11,N/A,N/A,GEO,2023-10-24 22:38,N/A,N/A,scheduled,,
MIA,LA,LA6570,2023-10-24 18:13,N/A,N/A,ATL,2023-10-24 20:10,N/A,N/A,scheduled,,
MIA,WS,WS7870,2023-10-24 18:13,N/A,N/A,ATL,2023-10-24 20:10,N/A,N/A,scheduled,,
MIA,KL,KL5783,2023-10-24 18:13,N/A,N/A,ATL,2023-10-24 20:10,N/A,N/A,scheduled,,
MIA,KE,KE3717,2023-10-24 18:13,N/A,N/A,ATL,2023-10-24 20:10,N/A,N/A,scheduled,,
MIA,AF,AF2967,2023-10-24 18:13,N/A,N/A,ATL,2023-10-24 20:10,N/A,N/A,scheduled,,
MIA,DL,DL1386,2023-10-24 18:13,N/A,N/A,ATL,2023-10-24 20:10,N/A,N/A,scheduled,,
MIA,AZ,AZ5813,2023-10-24 18:13,N/A,N/A,ATL,2023-10-24 20:10,N/A,N/A,scheduled,,
MIA,VS,VS1879,2023-10-24 18:13,N/A,N/A,ATL,2023-10-24 20:10,N/A,N/A,scheduled,,
MIA,WN,WN2720,2023-10-24 18:15,N/A,N/A,MDW,2023-10-24 20:20,N/A,N/A,scheduled,,
MIA,IB,IB4056,2023-10-24 18:19,N/A,N/A,SAP,2023-10-24 18:41,N/A,N/A,scheduled,,
MIA,AA,AA2155,2023-10-24 18:19,N/A,N/A,SAP,2023-10-24 18:41,N/A,N/A,scheduled,,
MIA,MQ,MQ3769,2023-10-24 18:22,N/A,N/A,TLH,2023-10-24 19:49,N/A,N/A,scheduled,,
MIA,IB,IB4515,2023-10-24 18:22,N/A,N/A,TLH,2023-10-24 19:49,N/A,N/A,scheduled,,
MIA,AA,AA3769,2023-10-24 18:22,N/A,N/A,TLH,2023-10-24 19:49,N/A,N/A,scheduled,,
MIA,BA,BA5032,2023-10-24 18:22,N/A,N/A,TLH,2023-10-24 19:49,N/A,N/A,scheduled,,
MIA,AA,AA1027,2023-10-24 18:30,N/A,N/A,GUA,2023-10-24 19:12,N/A,N/A,scheduled,,
MIA,AA,AA1172,2023-10-24 18:30,N/A,N/A,SJU,2023-10-24 21:07,N/A,N/A,scheduled,,
MIA,AY,AY4152,2023-10-24 18:30,N/A,N/A,JFK,2023-10-24 21:30,N/A,N/A,scheduled,,
MIA,IB,IB4048,2023-10-24 18:30,N/A,N/A,GUA,2023-10-24 19:12,N/A,N/A,scheduled,,
MIA,B6,B64055,2023-10-24 18:30,N/A,N/A,JFK,2023-10-24 21:30,N/A,N/A,scheduled,,
MIA,IB,IB4345,2023-10-24 18:30,N/A,N/A,SJU,2023-10-24 21:07,N/A,N/A,scheduled,,
MIA,WN,WN2273,2023-10-24 18:30,N/A,N/A,DEN,2023-10-24 20:55,N/A,N/A,scheduled,,
MIA,BA,BA5027,2023-10-24 18:30,N/A,N/A,SJU,2023-10-24 21:07,N/A,N/A,scheduled,,
MIA,MH,MH9384,2023-10-24 18:30,N/A,N/A,JFK,2023-10-24 21:30,N/A,N/A,scheduled,,
MIA,BA,BA4962,2023-10-24 18:30,N/A,N/A,JFK,2023-10-24 21:30,N/A,N/A,scheduled,,
MIA,AA,AA1524,2023-10-24 18:30,N/A,N/A,JFK,2023-10-24 21:30,N/A,N/A,scheduled,,
MIA,BA,BA4953,2023-10-24 18:30,N/A,N/A,GUA,2023-10-24 19:12,N/A,N/A,scheduled,,
MIA,G3,G36175,2023-10-24 18:30,N/A,N/A,JFK,2023-10-24 21:30,N/A,N/A,scheduled,,
MIA,WN,WN2123,2023-10-24 18:35,N/A,N/A,HOU,2023-10-24 20:25,N/A,N/A,scheduled,,
MIA,AR,AR1303,2023-10-24 18:15,2023-10-24 18:41,N/A,EZE,2023-10-25 04:10,N/A,N/A,scheduled,,
MIA,DL,DL7599,2023-10-24 18:15,2023-10-24 18:41,N/A,EZE,2023-10-25 04:10,N/A,N/A,scheduled,,
MIA,LY,LY8841,2023-10-24 18:15,2023-10-24 18:41,N/A,EZE,2023-10-25 04:10,N/A,N/A,scheduled,,
MIA,AA,AA2259,2023-10-24 18:45,N/A,N/A,UIO,2023-10-24 21:56,N/A,N/A,scheduled,,
MIA,BA,BA4991,2023-10-24 18:47,N/A,N/A,MEX,2023-10-24 20:15,N/A,N/A,scheduled,,
MIA,IB,IB4333,2023-10-24 17:45,2023-10-24 18:47,N/A,LAX,2023-10-24 20:30,2023-10-24 21:30,N/A,scheduled,62,60
MIA,AA,AA257,2023-10-24 18:47,N/A,N/A,MEX,2023-10-24 20:15,N/A,N/A,scheduled,,
MIA,TN,TN1207,2023-10-24 17:45,2023-10-24 18:47,N/A,LAX,2023-10-24 20:30,2023-10-24 21:30,N/A,scheduled,62,60
MIA,MH,MH9409,2023-10-24 17:45,2023-10-24 18:47,N/A,LAX,2023-10-24 20:30,2023-10-24 21:30,N/A,scheduled,62,60
MIA,AA,AA1998,2023-10-24 17:45,2023-10-24 18:47,N/A,LAX,2023-10-24 20:30,2023-10-24 21:30,N/A,scheduled,62,60
MIA,QF,QF3229,2023-10-24 17:45,2023-10-24 18:47,N/A,LAX,2023-10-24 20:30,2023-10-24 21:30,N/A,scheduled,62,60
MIA,IB,IB4051,2023-10-24 18:47,N/A,N/A,MEX,2023-10-24 20:15,N/A,N/A,scheduled,,
MIA,LA,LA6476,2023-10-24 18:35,2023-10-24 18:51,N/A,SLC,2023-10-24 21:41,2023-10-24 21:39,N/A,scheduled,,
MIA,VS,VS1959,2023-10-24 18:35,2023-10-24 18:51,N/A,SLC,2023-10-24 21:41,2023-10-24 21:39,N/A,scheduled,,
MIA,DL,DL1267,2023-10-24 18:35,2023-10-24 18:51,N/A,SLC,2023-10-24 21:41,2023-10-24 21:39,N/A,scheduled,,
MIA,BA,BA5022,2023-10-24 18:53,N/A,N/A,SJO,2023-10-24 19:47,N/A,N/A,scheduled,,
MIA,IB,IB4058,2023-10-24 18:53,N/A,N/A,SJO,2023-10-24 19:47,N/A,N/A,scheduled,,
MIA,AA,AA1353,2023-10-24 18:53,N/A,N/A,SJO,2023-10-24 19:47,N/A,N/A,scheduled,,
MIA,AA,AA2699,2023-10-24 18:55,N/A,N/A,HAV,2023-10-24 20:10,N/A,N/A,scheduled,,
MIA,IB,IB4338,2023-10-24 18:57,N/A,N/A,NAS,2023-10-24 19:57,N/A,N/A,scheduled,,
MIA,AA,AA1211,2023-10-24 18:57,N/A,N/A,NAS,2023-10-24 19:57,N/A,N/A,scheduled,,
MIA,AZ,AZ2898,2023-10-24 19:00,N/A,N/A,MDE,2023-10-24 21:25,N/A,N/A,scheduled,,
MIA,UA,UA6660,2023-10-24 19:00,N/A,N/A,MDE,2023-10-24 21:25,N/A,N/A,scheduled,,
MIA,IB,IB4537,2023-10-24 19:00,N/A,N/A,MGA,2023-10-24 19:38,N/A,N/A,scheduled,,
MIA,DL,DL2238,2023-10-24 19:00,N/A,N/A,JFK,2023-10-24 22:10,N/A,N/A,scheduled,,
MIA,CI,CI9093,2023-10-24 19:00,N/A,N/A,JFK,2023-10-24 22:10,N/A,N/A,scheduled,,
MIA,KE,KE7544,2023-10-24 19:00,N/A,N/A,JFK,2023-10-24 22:10,N/A,N/A,scheduled,,
MIA,AA,AA9787,2023-10-24 19:00,N/A,N/A,PIT,2023-10-24 21:50,N/A,N/A,cancelled,,
MIA,AV,AV31,2023-10-24 19:00,N/A,N/A,MDE,2023-10-24 21:25,N/A,N/A,scheduled,,
MIA,AA,AA925,2023-10-24 19:00,N/A,N/A,MGA,2023-10-24 19:38,N/A,N/A,scheduled,,
MIA,AR,AR7086,2023-10-24 19:00,N/A,N/A,JFK,2023-10-24 22:10,N/A,N/A,scheduled,,
